index,accuracy,inference_time,category_name,score,model,device
1,1.0,0.052371978759765625,sea snake,0.7787133455276489,Efficient Net B3,cpu
2,0.5,0.04731440544128418,ski,0.6445409059524536,Efficient Net B3,cpu
3,0.6666666666666666,0.059662580490112305,Shetland sheepdog,0.5251049399375916,Efficient Net B3,cpu
4,0.75,0.06090998649597168,soup bowl,0.7419018745422363,Efficient Net B3,cpu
5,0.8,0.0613253116607666,cradle,0.49809688329696655,Efficient Net B3,cpu
6,0.6666666666666666,0.06118154525756836,night snake,0.3021191954612732,Efficient Net B3,cpu
7,0.7142857142857143,0.06155848503112793,porcupine,0.7619973421096802,Efficient Net B3,cpu
8,0.625,0.0611727237701416,tennis ball,0.2873956561088562,Efficient Net B3,cpu
9,0.6666666666666666,0.060527801513671875,mousetrap,0.7974374890327454,Efficient Net B3,cpu
10,0.7,0.06101179122924805,Angora,0.47323402762413025,Efficient Net B3,cpu
11,0.7272727272727273,0.06080365180969238,brain coral,0.8486373424530029,Efficient Net B3,cpu
12,0.75,0.06158709526062012,cougar,0.8652440905570984,Efficient Net B3,cpu
13,0.7692307692307693,0.06225180625915527,guenon,0.8070324063301086,Efficient Net B3,cpu
14,0.7857142857142857,0.061542510986328125,recreational vehicle,0.7322843074798584,Efficient Net B3,cpu
15,0.8,0.061930179595947266,harvester,0.7230008244514465,Efficient Net B3,cpu
16,0.8125,0.06133747100830078,grey whale,0.8551585078239441,Efficient Net B3,cpu
17,0.7647058823529411,0.06106996536254883,starfish,0.6915717720985413,Efficient Net B3,cpu
18,0.7777777777777778,0.0610346794128418,vulture,0.7143958806991577,Efficient Net B3,cpu
19,0.7894736842105263,0.06151080131530762,carton,0.5117014646530151,Efficient Net B3,cpu
20,0.8,0.06083393096923828,crane,0.9441039562225342,Efficient Net B3,cpu
21,0.8095238095238095,0.06139016151428223,porcupine,0.746107280254364,Efficient Net B3,cpu
22,0.7727272727272727,0.061859130859375,whippet,0.3486589193344116,Efficient Net B3,cpu
23,0.782608695652174,0.06224870681762695,Granny Smith,0.8505362868309021,Efficient Net B3,cpu
24,0.7916666666666666,0.06098747253417969,planetarium,0.8003924489021301,Efficient Net B3,cpu
25,0.8,0.06071949005126953,vulture,0.8638044595718384,Efficient Net B3,cpu
26,0.8076923076923077,0.06039929389953613,table lamp,0.7648624181747437,Efficient Net B3,cpu
27,0.8148148148148148,0.060388803482055664,white wolf,0.7964954972267151,Efficient Net B3,cpu
28,0.7857142857142857,0.060515642166137695,Walker hound,0.44677871465682983,Efficient Net B3,cpu
29,0.7931034482758621,0.05998587608337402,green snake,0.6504616737365723,Efficient Net B3,cpu
30,0.8,0.06087088584899902,tile roof,0.4874512553215027,Efficient Net B3,cpu
31,0.8064516129032258,0.06088662147521973,cabbage butterfly,0.7753906846046448,Efficient Net B3,cpu
32,0.8125,0.06051898002624512,go-kart,0.7813504934310913,Efficient Net B3,cpu
33,0.8181818181818182,0.06188464164733887,sea lion,0.3373023271560669,Efficient Net B3,cpu
