index,accuracy,inference_time,category_name,score,model,device
1,0.0,0.07521986961364746,rock python,0.5455383062362671,GoogLe Net,cuda
2,0.0,0.014999628067016602,ski,0.9016673564910889,GoogLe Net,cuda
3,0.3333333333333333,0.011202573776245117,Shetland sheepdog,0.6680629849433899,GoogLe Net,cuda
4,0.5,0.011142969131469727,soup bowl,0.6391680240631104,GoogLe Net,cuda
5,0.6,0.010561227798461914,cradle,0.2968316674232483,GoogLe Net,cuda
6,0.5,0.010536432266235352,night snake,0.2620229125022888,GoogLe Net,cuda
7,0.5714285714285714,0.010507822036743164,porcupine,0.5245513916015625,GoogLe Net,cuda
8,0.5,0.010591745376586914,tennis ball,0.4171452224254608,GoogLe Net,cuda
9,0.5555555555555556,0.010658502578735352,mousetrap,0.4327372908592224,GoogLe Net,cuda
10,0.5,0.010352134704589844,Maltese dog,0.7815507650375366,GoogLe Net,cuda
11,0.5454545454545454,0.010471820831298828,brain coral,0.9397269487380981,GoogLe Net,cuda
12,0.5833333333333334,0.010489225387573242,cougar,0.9865468740463257,GoogLe Net,cuda
13,0.6153846153846154,0.010686397552490234,guenon,0.7419816851615906,GoogLe Net,cuda
14,0.6428571428571429,0.010672330856323242,recreational vehicle,0.979407787322998,GoogLe Net,cuda
15,0.6666666666666666,0.0108795166015625,harvester,0.9398406744003296,GoogLe Net,cuda
16,0.6875,0.0106048583984375,grey whale,0.9944989085197449,GoogLe Net,cuda
17,0.6470588235294118,0.01055908203125,goldfish,0.07619112730026245,GoogLe Net,cuda
18,0.6111111111111112,0.010754585266113281,kite,0.4815519452095032,GoogLe Net,cuda
19,0.631578947368421,0.010704517364501953,carton,0.7000547051429749,GoogLe Net,cuda
20,0.65,0.010521650314331055,crane,0.92879718542099,GoogLe Net,cuda
21,0.6666666666666666,0.010726451873779297,porcupine,0.9793434143066406,GoogLe Net,cuda
22,0.6363636363636364,0.010599851608276367,whippet,0.23227742314338684,GoogLe Net,cuda
23,0.6521739130434783,0.011478185653686523,Granny Smith,0.9724699258804321,GoogLe Net,cuda
24,0.6666666666666666,0.01090860366821289,planetarium,0.9661775827407837,GoogLe Net,cuda
25,0.68,0.010941267013549805,vulture,0.9492552876472473,GoogLe Net,cuda
26,0.6923076923076923,0.010532855987548828,table lamp,0.13934241235256195,GoogLe Net,cuda
27,0.7037037037037037,0.010522127151489258,white wolf,0.8967832326889038,GoogLe Net,cuda
28,0.6785714285714286,0.01068115234375,Walker hound,0.41137462854385376,GoogLe Net,cuda
29,0.6551724137931034,0.010684728622436523,green mamba,0.265860378742218,GoogLe Net,cuda
30,0.6666666666666666,0.010700464248657227,tile roof,0.26919350028038025,GoogLe Net,cuda
31,0.6774193548387096,0.010651350021362305,cabbage butterfly,0.9830354452133179,GoogLe Net,cuda
32,0.6875,0.010611534118652344,go-kart,0.3882630467414856,GoogLe Net,cuda
33,0.6666666666666666,0.010524749755859375,otter,0.22377091646194458,GoogLe Net,cuda
34,0.6764705882352942,0.010528802871704102,ballplayer,0.4976349174976349,GoogLe Net,cuda
35,0.6857142857142857,0.012295246124267578,half track,0.8873904943466187,GoogLe Net,cuda
36,0.6944444444444444,0.01054525375366211,vestment,0.995191216468811,GoogLe Net,cuda
37,0.6756756756756757,0.010521411895751953,axolotl,0.3898336887359619,GoogLe Net,cuda
38,0.6842105263157895,0.01067495346069336,abacus,0.9930516481399536,GoogLe Net,cuda
39,0.6923076923076923,0.011350870132446289,scabbard,0.4166533946990967,GoogLe Net,cuda
40,0.7,0.010797262191772461,garden spider,0.4525483548641205,GoogLe Net,cuda
41,0.6829268292682927,0.010422229766845703,bassinet,0.793601930141449,GoogLe Net,cuda
42,0.6904761904761905,0.010645627975463867,rain barrel,0.7277676463127136,GoogLe Net,cuda
43,0.6976744186046512,0.010866641998291016,spoonbill,0.6568359136581421,GoogLe Net,cuda
44,0.7045454545454546,0.010738134384155273,standard schnauzer,0.6760729551315308,GoogLe Net,cuda
45,0.7111111111111111,0.010526657104492188,Newfoundland,0.9522064924240112,GoogLe Net,cuda
46,0.6956521739130435,0.010828018188476562,coffeepot,0.20924361050128937,GoogLe Net,cuda
47,0.7021276595744681,0.010732173919677734,freight car,0.8249032497406006,GoogLe Net,cuda
48,0.6875,0.010669946670532227,beagle,0.2526710033416748,GoogLe Net,cuda
49,0.673469387755102,0.010729551315307617,cab,0.5551014542579651,GoogLe Net,cuda
50,0.66,0.010527372360229492,stole,0.05178117752075195,GoogLe Net,cuda
51,0.6666666666666666,0.010631084442138672,bee eater,0.8008823394775391,GoogLe Net,cuda
52,0.6730769230769231,0.011134862899780273,axolotl,0.9993316531181335,GoogLe Net,cuda
53,0.6792452830188679,0.010699748992919922,switch,0.8109869956970215,GoogLe Net,cuda
