index,accuracy,inference_time,category_name,score,model,device
1,1.0,0.15107226371765137,sea snake,0.8870102167129517,Wide ResNet 101,cpu
2,0.5,0.14783883094787598,ski,0.8275351524353027,Wide ResNet 101,cpu
3,0.6666666666666666,0.14808320999145508,Shetland sheepdog,0.6234425902366638,Wide ResNet 101,cpu
4,0.75,0.1488187313079834,soup bowl,0.5078243613243103,Wide ResNet 101,cpu
5,0.6,0.14781451225280762,crib,0.5720489025115967,Wide ResNet 101,cpu
6,0.5,0.1485581398010254,diamondback,0.5658231973648071,Wide ResNet 101,cpu
7,0.5714285714285714,0.14743638038635254,porcupine,0.8283030986785889,Wide ResNet 101,cpu
8,0.625,0.1481637954711914,bakery,0.5257494449615479,Wide ResNet 101,cpu
9,0.6666666666666666,0.14844989776611328,mousetrap,0.667312502861023,Wide ResNet 101,cpu
10,0.7,0.14849472045898438,Angora,0.49585041403770447,Wide ResNet 101,cpu
11,0.7272727272727273,0.14801502227783203,brain coral,0.7768648266792297,Wide ResNet 101,cpu
12,0.75,0.14884305000305176,cougar,0.8446767330169678,Wide ResNet 101,cpu
13,0.7692307692307693,0.14886021614074707,guenon,0.722075343132019,Wide ResNet 101,cpu
14,0.7857142857142857,0.14825654029846191,recreational vehicle,0.7826321721076965,Wide ResNet 101,cpu
15,0.8,0.14830541610717773,harvester,0.8003039360046387,Wide ResNet 101,cpu
16,0.8125,0.14879608154296875,grey whale,0.9673933386802673,Wide ResNet 101,cpu
17,0.7647058823529411,0.14883899688720703,starfish,0.6469422578811646,Wide ResNet 101,cpu
18,0.7777777777777778,0.14818525314331055,vulture,0.7883289456367493,Wide ResNet 101,cpu
19,0.7894736842105263,0.14807653427124023,carton,0.825150728225708,Wide ResNet 101,cpu
20,0.8,0.1489701271057129,crane,0.852257251739502,Wide ResNet 101,cpu
21,0.8095238095238095,0.14867067337036133,porcupine,0.8134914040565491,Wide ResNet 101,cpu
22,0.7727272727272727,0.14844679832458496,Saluki,0.10279764980077744,Wide ResNet 101,cpu
23,0.782608695652174,0.14922571182250977,Granny Smith,0.7812796235084534,Wide ResNet 101,cpu
24,0.7916666666666666,0.14823341369628906,planetarium,0.8691954612731934,Wide ResNet 101,cpu
25,0.8,0.1483747959136963,vulture,0.6533324122428894,Wide ResNet 101,cpu
26,0.8076923076923077,0.14834928512573242,table lamp,0.8792563676834106,Wide ResNet 101,cpu
27,0.8148148148148148,0.14752411842346191,white wolf,0.7855753898620605,Wide ResNet 101,cpu
28,0.7857142857142857,0.14836525917053223,Walker hound,0.3348795175552368,Wide ResNet 101,cpu
29,0.7931034482758621,0.14781761169433594,green snake,0.5054784417152405,Wide ResNet 101,cpu
30,0.8,0.14889121055603027,tile roof,0.6315349340438843,Wide ResNet 101,cpu
31,0.8064516129032258,0.14814138412475586,cabbage butterfly,0.8194122314453125,Wide ResNet 101,cpu
32,0.8125,0.14893054962158203,go-kart,0.7229340672492981,Wide ResNet 101,cpu
33,0.7878787878787878,0.1486663818359375,otter,0.4791659116744995,Wide ResNet 101,cpu
34,0.7941176470588235,0.1490793228149414,ballplayer,0.7892824411392212,Wide ResNet 101,cpu
35,0.8,0.15000176429748535,half track,0.7218122482299805,Wide ResNet 101,cpu
36,0.8055555555555556,0.1488029956817627,vestment,0.8723851442337036,Wide ResNet 101,cpu
37,0.7837837837837838,0.151322603225708,common newt,0.5201201438903809,Wide ResNet 101,cpu
38,0.7894736842105263,0.15459728240966797,abacus,0.8787500858306885,Wide ResNet 101,cpu
39,0.7692307692307693,0.15878081321716309,mailbag,0.5055950284004211,Wide ResNet 101,cpu
40,0.775,0.15932345390319824,garden spider,0.8921532034873962,Wide ResNet 101,cpu
41,0.7560975609756098,0.15990924835205078,bassinet,0.6090517640113831,Wide ResNet 101,cpu
42,0.7619047619047619,0.15929055213928223,rain barrel,0.7980322241783142,Wide ResNet 101,cpu
43,0.7674418604651163,0.15918517112731934,spoonbill,0.8190435767173767,Wide ResNet 101,cpu
44,0.7727272727272727,0.15939640998840332,standard schnauzer,0.7897828817367554,Wide ResNet 101,cpu
45,0.7777777777777778,0.15421223640441895,Newfoundland,0.7334311008453369,Wide ResNet 101,cpu
46,0.782608695652174,0.15919256210327148,pitcher,0.4060746729373932,Wide ResNet 101,cpu
47,0.7872340425531915,0.15977835655212402,freight car,0.8674495816230774,Wide ResNet 101,cpu
48,0.7916666666666666,0.15955138206481934,English foxhound,0.3921692371368408,Wide ResNet 101,cpu
49,0.7959183673469388,0.15952587127685547,pickup,0.8680564165115356,Wide ResNet 101,cpu
50,0.78,0.15523529052734375,butcher shop,0.4857781231403351,Wide ResNet 101,cpu
51,0.7843137254901961,0.15922117233276367,bee eater,0.8537552356719971,Wide ResNet 101,cpu
52,0.7884615384615384,0.15933012962341309,axolotl,0.8609570860862732,Wide ResNet 101,cpu
53,0.7924528301886793,0.15919280052185059,switch,0.8929405808448792,Wide ResNet 101,cpu
54,0.7962962962962963,0.15942859649658203,handkerchief,0.7991747260093689,Wide ResNet 101,cpu
55,0.7818181818181819,0.1551053524017334,black-footed ferret,0.5508353114128113,Wide ResNet 101,cpu
56,0.7857142857142857,0.1562647819519043,cab,0.825240969657898,Wide ResNet 101,cpu
57,0.7719298245614035,0.15918684005737305,Pekinese,0.44871968030929565,Wide ResNet 101,cpu
58,0.7758620689655172,0.15851974487304688,stinkhorn,0.8142654299736023,Wide ResNet 101,cpu
59,0.7796610169491526,0.1551833152770996,tripod,0.9048718214035034,Wide ResNet 101,cpu
60,0.7833333333333333,0.15622329711914062,hamper,0.7784559726715088,Wide ResNet 101,cpu
61,0.7868852459016393,0.16089367866516113,cardigan,0.4624253809452057,Wide ResNet 101,cpu
62,0.7903225806451613,0.15960049629211426,Kerry blue terrier,0.37372976541519165,Wide ResNet 101,cpu
63,0.7936507936507936,0.15417742729187012,jellyfish,0.8093509078025818,Wide ResNet 101,cpu
64,0.796875,0.15552997589111328,green lizard,0.41293224692344666,Wide ResNet 101,cpu
65,0.8,0.15996956825256348,swimming trunks,0.9410831332206726,Wide ResNet 101,cpu
